Name,Date of Birth,Gender,Marital Status,Phone Number,Email Address,Mailing Address,Language Preference,Geographical Location,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,Loan Purpose,EMI,IP Address,Geolocation,Repayment History,Days Left to Pay Current EMI,Delayed Payment
Hridaan Bajaj,20-03-1960,Male,Married,01853629329,urvi37@example.net,"44, Ghosh Circle
Rajahmundry-556313",Tamil,Danapur,822,Personal Loan,97411,11,0.15,Home Renovation,9533.46,10.49.194.184,"78.7116555, -40.774948","[{'Payment Date': datetime.date(2023, 5, 10), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 8), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 24), 'Payment Mode': 'Cash'}]",3,No
Baiju Sundaram,01-02-1976,Female,Widowed,00066322027,bhattijayesh@example.net,"H.No. 03, Kamdar Road
Panvel-900809",Bengali,Kolkata,816,Auto Loan,52070,11,0.17,Home Renovation,5145.43,192.168.84.158,"-47.0922965, -9.857209","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Credit Card'}]",8,No
Zaina Sarin,22-06-1985,Male,Widowed,7103666714,siya43@example.com,"35/914
Rastogi Marg
Thrissur-336412",Urdu,Gaya,669,Personal Loan,72174,10,0.23,Debt Consolidation,7999.89,172.31.144.227,"-24.152180, 139.100580","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 19), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 3), 'Payment Mode': 'UPI'}]",15,Yes
Ivan Jaggi,23-08-1972,Female,Divorced,0492298420,xagrawal@example.net,"782, Khosla Ganj, Coimbatore-082675",Marathi,Etawah,377,Personal Loan,57506,11,0.25,Education Fees,5903.73,172.29.233.108,"50.968948, -149.127292","[{'Payment Date': datetime.date(2023, 5, 11), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 26), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 19), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 19), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 5), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 24), 'Payment Mode': 'Credit Card'}]",5,No
Dishani Kibe,03-12-1959,Male,Married,01897983796,oorja60@example.org,"59, Kuruvilla Road
Buxar-346206",Malayalam,Ramgarh,810,Auto Loan,96070,9,0.11,Debt Consolidation,11169.64,192.168.37.12,"75.3827595, -68.878946","[{'Payment Date': datetime.date(2023, 5, 28), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 14), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 28), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 14), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 5), 'Payment Mode': 'Credit Card'}]",5,No
Dishani Dhingra,30-12-1990,Male,Married,05268387755,yuvaan06@example.org,"06/41
Kamdar Marg, Bardhaman 518655",Urdu,Kavali,475,Personal Loan,79415,11,0.23,Home Renovation,8076.04,172.26.135.35,"14.2511855, -138.164303","[{'Payment Date': datetime.date(2023, 5, 11), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 22), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 9), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 16), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 27), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 11, 19), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 12, 19), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 1, 19), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 2, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 3, 2), 'Payment Mode': 'Cash'}]",10,No
Yakshit Dara,27-04-1994,Female,Married,05900316923,lbhasin@example.net,"38/48
Gola Ganj, Solapur 198598",Bengali,Patna,795,Home Loan,75342,3,0.23,Wedding Expenses,26082.8,192.168.46.114,"38.2194585, -131.427552",[],10,Yes
Nirvaan Kota,28-09-1981,Male,Married,4659011376,dharlavanya@example.com,"90/16, Dhar Chowk
Uluberia-796257",Marathi,Ghaziabad,338,Personal Loan,67751,3,0.24,Wedding Expenses,23492.98,192.168.232.62,"67.082236, 90.282982","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 17), 'Payment Mode': 'Credit Card'}]",2,Yes
Indrans Kuruvilla,26-05-2004,Female,Single,08470663868,sjohal@example.com,"735
Dutt Nagar
Uluberia 762354",Urdu,Amravati,661,Auto Loan,15065,7,0.22,Debt Consolidation,2312.83,10.155.198.194,"-26.7580555, 56.505199","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Debit Card'}]",12,No
Kiara Garde,04-03-1990,Male,Single,+919005507519,goyalira@example.com,"H.No. 49
Bhatti Zila, Ghaziabad-263157",Hindi,Kadapa,339,Auto Loan,26573,12,0.17,Education Fees,2423.58,192.168.115.133,"67.3192885, 53.201816","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 17), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 12), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 1), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 5), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 11, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 1, 3), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2024, 2, 18), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 3, 19), 'Payment Mode': 'UPI'}]",13,No
Tara Walla,12-11-1991,Female,Widowed,00127356986,jkumar@example.com,"24/26, Konda Marg
Vellore-264632",Tamil,Mau,660,Home Loan,81185,6,0.16,Debt Consolidation,14169.24,172.31.238.34,"-89.837154, 46.016863","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 25), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 14), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 1), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 21), 'Payment Mode': 'Cash'}]",14,Yes
Zoya Sharaf,07-10-2000,Female,Divorced,+912108244812,yasminaggarwal@example.org,"H.No. 280, Ghosh Road
Warangal 722466",Urdu,Khora ,676,Auto Loan,43144,4,0.29,Education Fees,11445.43,192.168.61.32,"-69.1640245, 108.302414","[{'Payment Date': datetime.date(2023, 5, 6), 'Payment Mode': 'Debit Card'}]",11,No
Divyansh Ranganathan,21-09-1959,Male,Single,00925158808,pranay92@example.org,"516
Samra Nagar, Chapra 129967",Malayalam,Jodhpur,541,Personal Loan,92207,1,0.18,Medical Emergency,93590.11,10.117.201.6,"51.7350395, 66.450405",[],7,Yes
Kiaan Manda,17-03-1966,Male,Single,6881060979,dubetrisha@example.org,"H.No. 21, Sha Nagar, Hazaribagh-616024",Marathi,Katni,726,Home Loan,35844,8,0.25,Wedding Expenses,4910.65,10.198.146.146,"8.052569, 7.202046","[{'Payment Date': datetime.date(2023, 5, 20), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 15), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 1), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 26), 'Payment Mode': 'UPI'}]",14,No
Pari Dhaliwal,30-12-1972,Male,Widowed,1670306685,shaaarna@example.com,"H.No. 73, Viswanathan Zila, Muzaffarpur-000723",Bengali,Chandrapur,490,Personal Loan,12387,12,0.24,Medical Emergency,1171.31,192.168.189.145,"14.657463, 89.409963","[{'Payment Date': datetime.date(2023, 5, 25), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Debit Card'}]",12,Yes
Nirvi Mangal,29-10-1972,Female,Single,+910518167593,riaan11@example.net,"17
Ratta Marg, Vadodara-983009",Urdu,Sri Ganganagar,309,Personal Loan,76107,11,0.18,Education Fees,7556.96,172.23.74.243,"-74.507903, 32.439669","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 7), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 11), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 11, 10), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 12, 16), 'Payment Mode': 'UPI'}]",12,Yes
Prerak Doctor,01-11-1981,Female,Single,+915817222312,horanehmat@example.org,"54
Kala Ganj
Nanded 482800",Telugu,Kadapa,800,Personal Loan,47824,6,0.13,Debt Consolidation,8275.6,172.16.61.241,"39.1775305, -153.285906","[{'Payment Date': datetime.date(2023, 5, 9), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 22), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 22), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 9), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 18), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 10, 19), 'Payment Mode': 'Credit Card'}]",7,No
Tarini Chakraborty,15-11-1981,Male,Married,0186812786,ychandran@example.net,"06/521
Gour Nagar
Dewas-635649",Malayalam,Chapra,561,Home Loan,96586,8,0.22,Medical Emergency,13090.4,172.19.78.243,"76.5251435, 103.624918","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 21), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 13), 'Payment Mode': 'Net Banking'}]",13,No
Miraya Sibal,20-01-1977,Female,Divorced,03048182148,ekara@example.com,"84/238, Basu Path, Khandwa 334072",Telugu,Bhopal,787,Auto Loan,83643,11,0.16,Medical Emergency,8225.65,172.27.170.119,"32.990506, 63.780637","[{'Payment Date': datetime.date(2023, 5, 9), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 23), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 16), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 16), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 17), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 4), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 11, 6), 'Payment Mode': 'Cash'}]",1,Yes
Anaya Kamdar,10-12-1983,Male,Widowed,08952474157,aayushsarraf@example.com,"74, Chandran Zila, Fatehpur-255101",English,Farrukhabad,517,Home Loan,54312,11,0.3,Medical Emergency,5708.51,10.205.170.122,"83.502236, -31.021456","[{'Payment Date': datetime.date(2023, 5, 20), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'Credit Card'}]",7,No
Vedika Chopra,02-05-2006,Female,Married,0775226319,djohal@example.com,"H.No. 576, Dara Circle
Akola 090305",Tamil,Aurangabad,592,Home Loan,69569,2,0.16,Debt Consolidation,35481.73,172.30.187.206,"-88.2849395, 45.493784",[],14,No
Mishti Kibe,25-04-1983,Female,Married,+912443408682,divijyohannan@example.net,"H.No. 303, Kapadia Marg
Shimla 410248",Kannada,Saharanpur,701,Home Loan,39139,5,0.23,Medical Emergency,8283.59,192.168.220.181,"-3.2274735, -7.114178",[],12,No
Kabir Chad,28-08-1971,Female,Widowed,09957919898,divyanshsachar@example.org,"12/03, Sodhi Street, Kochi 693755",Hindi,Gudivada,350,Home Loan,35521,9,0.24,Debt Consolidation,4351.87,192.168.174.218,"-48.7704915, -163.972911","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 19), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 8), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 7), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 12), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 11, 9), 'Payment Mode': 'Cash'}]",2,Yes
Parinaaz Balan,09-01-1972,Male,Single,3312190640,mamooty88@example.com,"170, Seth Circle, Anantapur-785536",Kannada,Ambala,808,Personal Loan,74769,14,0.28,Medical Emergency,6321.88,10.10.5.252,"40.0539185, -129.999725","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 15), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 22), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 9), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 6), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 11), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 26), 'Payment Mode': 'Net Banking'}]",2,No
Keya Johal,19-06-1981,Female,Widowed,+911818579573,rmand@example.org,"H.No. 09, Subramanian Path, Rampur-098662",Bengali,Rohtak,486,Personal Loan,15639,13,0.21,Wedding Expenses,1355.48,172.31.133.214,"75.492651, -66.304654","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 15), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 14), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 19), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 21), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 24), 'Payment Mode': 'Net Banking'}]",13,Yes
Anahi Sawhney,02-10-1977,Female,Single,+915277687764,advikwalia@example.net,"H.No. 188
Kaur Chowk
Hapur-267950",Urdu,Raurkela Industrial Township,522,Auto Loan,24788,7,0.29,Wedding Expenses,3891.62,172.31.221.157,"28.3813115, -162.982103","[{'Payment Date': datetime.date(2023, 5, 22), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 12), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'Credit Card'}]",11,Yes
Faiyaz Mand,10-07-1984,Male,Divorced,2998577489,aniruddhgour@example.org,"96
Venkataraman Path
Surendranagar Dudhrej 144140",Gujarati,Dehri,619,Personal Loan,73758,11,0.25,Debt Consolidation,7572.21,10.43.133.11,"0.1939925, -114.834912","[{'Payment Date': datetime.date(2023, 5, 23), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 20), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 21), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 27), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 12, 8), 'Payment Mode': 'Cash'}]",1,Yes
Tushar Lal,30-03-1984,Female,Married,1629187778,bhattnirvaan@example.org,"19/19
Yadav
Ozhukarai 185870",Hindi,Bhagalpur,537,Personal Loan,57596,4,0.2,Wedding Expenses,15003.92,172.29.159.74,"73.712536, -117.882040","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'UPI'}]",13,No
Dhanuk Karpe,20-04-1973,Female,Divorced,7386142094,hchawla@example.net,"34/357
Dixit Zila
Akola 625025",Hindi,Noida,446,Home Loan,34488,1,0.14,Home Renovation,34890.36,10.149.27.21,"65.689154, -108.387653","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Cash'}]",11,Yes
Badal Chander,18-10-1992,Female,Single,+916342226611,eshani60@example.net,"H.No. 172
Vohra Circle, Gudivada 621575",Kannada,Bhind,393,Auto Loan,71964,2,0.14,Debt Consolidation,36612.9,172.23.79.204,"-1.206040, -136.381182","[{'Payment Date': datetime.date(2023, 5, 7), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'Cash'}]",6,No
Himmat Saxena,29-07-1959,Female,Divorced,+918094665037,semrhea@example.org,"H.No. 08, Jain Chowk
Patiala 088738",Malayalam,Gorakhpur,706,Personal Loan,11089,8,0.19,Wedding Expenses,1486.7,172.21.217.178,"69.988868, 167.487999","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 5), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 7), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 11), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 1), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 13), 'Payment Mode': 'UPI'}]",5,Yes
Nayantara Basak,09-07-1993,Female,Widowed,+918418896618,ojas55@example.com,"17
Tailor Circle, Sambalpur-406052",Malayalam,Pondicherry,473,Personal Loan,66237,7,0.22,Education Fees,10168.94,172.21.28.130,"45.541026, 24.561039","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'UPI'}]",9,No
Zara Edwin,29-12-2004,Female,Divorced,02750182770,bhavinamble@example.com,"H.No. 96, Handa Chowk, Udaipur 259108",English,Bhubaneswar,436,Personal Loan,19392,5,0.15,Medical Emergency,4025.04,192.168.106.138,"-69.7494535, 62.450252","[{'Payment Date': datetime.date(2023, 5, 24), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 4), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 21), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 9), 'Payment Mode': 'Debit Card'}]",11,No
Amira Bail,25-03-1966,Female,Divorced,01592313163,indranilsandhu@example.org,"38/05
Gole Circle
Chennai-490424",Urdu,Latur,646,Auto Loan,21484,13,0.16,Education Fees,1810.94,192.168.97.60,"-53.4097215, 50.225631","[{'Payment Date': datetime.date(2023, 5, 12), 'Payment Mode': 'Debit Card'}]",5,Yes
Miraya Baria,04-03-1968,Male,Divorced,0025327295,jayangoswami@example.com,"33/607
Kala Path
Deoghar-686890",English,Erode,492,Auto Loan,94697,1,0.1,Debt Consolidation,95486.14,192.168.78.97,"77.4694075, 97.729004",[],15,Yes
Priyansh Taneja,28-12-1998,Female,Widowed,09811052938,stuvan02@example.net,"H.No. 019
Lal Chowk, Ghaziabad-286864",Telugu,Bhubaneswar,629,Personal Loan,53517,8,0.13,Education Fees,7019.84,192.168.114.85,"-65.521204, -30.636649","[{'Payment Date': datetime.date(2023, 5, 28), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 21), 'Payment Mode': 'Cash'}]",4,Yes
Ryan Chaudhary,12-12-1975,Male,Divorced,3750083685,veer47@example.org,"62/123
Rajan Road, Rajkot-916575",Hindi,Vadodara,394,Personal Loan,89317,7,0.19,Debt Consolidation,13580.37,192.168.246.126,"21.3532545, 121.790971","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 5, 6), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 27), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 15), 'Payment Mode': 'Cash'}]",5,No
Tara Dhaliwal,08-06-2004,Male,Married,+912647628845,ratibadal@example.com,"H.No. 21, Shetty Nagar
Durg 553421",Marathi,Shahjahanpur,451,Personal Loan,58843,7,0.14,Debt Consolidation,8802.98,172.26.194.56,"-82.678437, -24.626523","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 28), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 23), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 19), 'Payment Mode': 'Cash'}]",7,Yes
Jayesh Choudhury,23-08-1997,Male,Married,09683145861,heerbhattacharyya@example.net,"H.No. 80, Khurana Marg, Bellary 688294",English,Berhampore,397,Home Loan,37307,8,0.15,Debt Consolidation,4929.49,192.168.180.77,"-42.7691805, -129.451707","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 15), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 20), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 14), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 8), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 9), 'Payment Mode': 'Debit Card'}]",12,Yes
Parinaaz Chatterjee,20-12-1959,Female,Single,5812245499,mehul10@example.net,"24
Mann Chowk
Thane-348685",Telugu,Dindigul,717,Auto Loan,47396,8,0.26,Education Fees,6516.58,192.168.85.72,"52.9645535, 11.293811","[{'Payment Date': datetime.date(2023, 5, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 28), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 17), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 23), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 24), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 21), 'Payment Mode': 'Credit Card'}]",2,No
